SUBSCRIPTION_ID,RELATIONSHIP_STRENGTH,SENTIMENT,NPS_SCORE,IS_DELINQUENT,NUMBER_OF_LOCATIONS,ANNUAL_REVENUE,PARTNERSHIP,BILLING_CITY,BUSINESS_TYPE,CUISINE,PAYMENT_PLAN,CHURN_DATE
sub_F1uxBQZ2pTmiXo,Bad,positive,3,FALSE,1,2388,,Santa Monica,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,,
sub_ERj77S2mc0DpvY,Bad,positive,3,FALSE,1,2388,,Santa Monica,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,,
sub_9uFKcBZjkUnyd2,Neutral,,,FALSE,1,948,US Foods,Eastlake,Catering,American (Traditional),Monthly,
sub_CWr6OEnUXLU8GD,Neutral,,,FALSE,1,1188,US Foods,Stroudsburg,Restaurant,Bar Food,Monthly,
sub_Dn7k3ehPWPy1ta,Neutral,,,FALSE,1,1188,US Foods,Isanti,Restaurant,American (Traditional),Monthly,
sub_Blm2jPHkINny9n,Good,,,FALSE,1,1188,,San Diego,Restaurant,American,Yearly,
sub_DPuXlqxw57VXAE,Good,,,FALSE,1,1908,US Foods,Montgomery,Restaurant,American (Traditional),Monthly,
sub_FU7hp1yRtlr12v,,neutral,4,FALSE,1,2728,,Portland,Restaurant,American (New),Yearly,
sub_DIrI45Pww5bPlT,Neutral,,,FALSE,3,2388,,Flushing,Restaurant,Mediterranean / Greek,Monthly,
sub_ERfeemetrsdRBV,Neutral,neutral,,FALSE,1,3096,,Reston,Catering,Mediterranean / Greek,Monthly,
sub_BJcYNiS0qAsNj5,Good,neutral,,FALSE,1,1428,,Bentonville,Restaurant,American (Traditional),Monthly,
sub_EbRzNfh9fiXU1e,Neutral,,,FALSE,1,2388,,Chicago,Bar,Bar - Cocktail,Monthly,
sub_EyXWmcYJLmAKqD,Neutral,,8,FALSE,,1188,US Foods,Noblesville,Restaurant,Mexican,Monthly,
sub_E5c8krBdnFNKRI,Neutral,,10,FALSE,1,2388,,New York,Bar,Bar - Traditional,Monthly,
sub_F4EMACyB7Iwh5p,Neutral,neutral,,FALSE,1,1908,US Foods,Santa Ynez,Restaurant,American (Traditional),Monthly,
sub_AjCUHchbM3RisX,Good,,,FALSE,4,4548,,Coral Gables,Restaurant,American (Traditional),Monthly,
sub_8rvnMdToUKTuSD,Good,neutral,8,FALSE,3,5748,,Falls Church,Restaurant,Mexican,Monthly,
sub_CXzMAbB12NQAfA,Good,,,FALSE,1,1908,US Foods,Hilton Head Island,Restaurant,Bar - Traditional,Monthly,
sub_FI3JHQCXq2cXHj,Neutral,,,FALSE,1,1908,US Foods,Boone,Restaurant,American (New),Monthly,
sub_B0UIMf673th68l,Neutral,,,FALSE,3,1908,US Foods,Greensboro,Restaurant,Pizza,Monthly,
sub_EvvFJXW1Tk0oim,Good,,,FALSE,1,2388,,Land O' Lakes,Food Truck,Island / Caribbean / Hawaiian,Monthly,
sub_CptATItcTM9Wr0,Neutral,,,FALSE,1,2388,,Woonsocket,Restaurant,Italian,Monthly,
sub_FCT1cb0cz1NawM,Good,,,FALSE,1,2148,,Astoria,Bar,American (Traditional),,
sub_DnBnPi4jLf5mFq,Neutral,neutral,,FALSE,1,2388,,Dorchester Center,Restaurant,American,Monthly,
sub_FC3duKDiI46lIg,Neutral,,,FALSE,1,1908,US Foods,Oconomowoc,Restaurant,Barbecue,Monthly,
sub_BVX02rqfbOZzny,Neutral,,,FALSE,1,2148,,Kennebunkport,Restaurant,Seafood,Yearly,
sub_EjeilD61LviJMX,Neutral,,,FALSE,1,1428,,Washington,,,Monthly,
sub_DtBcBVT0U0tv3k,Neutral,,,FALSE,1,1428,,New York,Restaurant,American (New),Monthly,
sub_E3icznAwUjNP0l,Neutral,,,FALSE,1,1188,US Foods,Oklahoma City,Restaurant,Burgers,Monthly,
sub_DgmiK0TxsJk5cq,Neutral,,,FALSE,1,2388,,New York,Restaurant,American (Traditional),Monthly,
sub_9mXO3aQnDugtii,Neutral,neutral,,FALSE,3,1428,,Palo Alto,Restaurant,American (Traditional),Monthly,
sub_E0Km73gaZmcOos,Good,,,FALSE,1,2388,,Quincy,Restaurant,Japanese,Yearly,
sub_FXTZN9MhQoQYv9,,,,FALSE,2,0,,Frankfort,Restaurant,Mexican,Monthly,
sub_C1p9IfzyiJ6nKL,Neutral,,,FALSE,1,2148,,Los Angeles,Hotel Group,Mediterranean / Greek,Yearly,
sub_EoBp66BhRAmM12,Neutral,,,FALSE,1,1428,,Seattle,Restaurant,Mexican,Monthly,
sub_Cpb0KDnsvfPnhj,Good,neutral,,FALSE,1,2388,,New York,Restaurant,Mexican,Monthly,
sub_CpDIOlmrPHAVbi,Neutral,,,FALSE,1,1188,US Foods,Madison,Restaurant,American,Monthly,
sub_Ez27NiblAMWFIH,Neutral,,,FALSE,1,2388,,Rumson,Restaurant,Barbecue,Monthly,
sub_Eaym7AD8Yz5imw,Neutral,,,FALSE,1,2678,,Hastings-On-Hudson,Restaurant,Ice Cream,Yearly,
sub_AwJbvZbjZtRutX,Neutral,neutral,10,FALSE,1,948,US Foods,Cedaredge,Restaurant,American (Traditional),Monthly,
sub_CWyxEyUGYHXomN,Neutral,neutral,,FALSE,1,1908,US Foods,Indian Trail,Restaurant,American (New),Monthly,
sub_FkR4uOFYkHH4bn,Good,,9,FALSE,1,0,US Foods,Ann Arbor,Restaurant,Breakfast / Brunch,Monthly,
sub_EcB99gKySdaxhe,Neutral,,,FALSE,1,4056,,Kirkland,Catering,American (New),Monthly,
sub_FAj5qZqllGFxqn,Good,,,FALSE,1,1428,,Warner Robins,Restaurant,"[""Sushi"",""Thai"",""Japanese"",""Asian"",""American""]",Monthly,
sub_F6V1NeSeVsXzae,Neutral,,,FALSE,,2149,,New Buffalo,Bar,American (Traditional),Yearly,
sub_BGtvCwww87znKh,Neutral,positive,,FALSE,1,2148,,Hollywood,Restaurant,Asian Fusion,,
sub_79VcxP1r30qdRH,Neutral,,,FALSE,2,2388,,Washington,Restaurant,Other,Monthly,
sub_EE984rbq3j6e2p,Neutral,,,FALSE,1,1188,US Foods,n/a,Restaurant,Barbecue,Monthly,
sub_CgwWIkI5Fc52TB,Neutral,neutral,,FALSE,1,1908,US Foods,Clearwater Beach,Restaurant,Pizza,Monthly,
sub_DJLLurFOwPfjih,Neutral,,,FALSE,1,2388,,Austin,Bar,Bar - Wine,Monthly,
sub_Fa1Hf9OjZREVJu,Good,positive,,FALSE,5,0,,Boston,Hospitality Group,American (New),Yearly,
sub_DUpopCxP4hsAHM,Neutral,,,FALSE,1,1428,,Princeton,Restaurant,American (Traditional),Monthly,
sub_AYONJ74s8caG6a,Neutral,neutral,,FALSE,1,2148,,Austin,Restaurant,American (New),Monthly,
sub_BzBTfkW2vNleHi,Neutral,,,FALSE,1,2148,,New Orleans,Restaurant,Southern / Creole,Yearly,
sub_EmzadFxQ96PTC2,Neutral,,,FALSE,1,1908,US Foods,Minneapolis,Restaurant,American (New),Monthly,
sub_CeqpLcTLaZYP8P,Neutral,,,FALSE,1,2388,,Woodbury,Restaurant,Pizza,Yearly,
sub_D8MmB72kCZw2OX,Neutral,,,FALSE,1,1188,US Foods,Laconia,Restaurant,American (New),Monthly,
sub_BZL7gnP1JasjdK,Neutral,neutral,,FALSE,1,948,US Foods,Branson,Restaurant,Seafood,Monthly,
sub_FU8LKE40U1l6nl,,,,FALSE,,2388,US Foods,Arlington,Restaurant,Burgers,Monthly,
sub_CcRi3ySyzNi2Il,Neutral,,,FALSE,1,1908,US Foods,Hennepin,Bar,Bar - Traditional,Monthly,
sub_CTp0ab50YIbAP7,Neutral,,,FALSE,1,1908,US Foods,Nashville,Restaurant,Deli / Sandwiches,Monthly,
sub_EJ45Iron4q2hfV,Neutral,,,FALSE,2,2388,,Englewood Cliffs,Restaurant,Breakfast / Brunch,,
sub_AjBlrSwoGhTO4x,Neutral,,,FALSE,1,1908,US Foods,Eastham,Restaurant,Seafood,Monthly,
sub_DF1EsV8AtyOhpk,Good,positive,10,FALSE,0,2388,,Columbia,Hospitality Group,American (Traditional),Monthly,
sub_ElPyF6xFTJCgXe,Neutral,positive,9,FALSE,1,2149,,Kalamazoo,Restaurant,Breakfast / Brunch,Yearly,
sub_DSxFXEmPdDhSDk,Neutral,,,FALSE,1,1776,,Bradley Beach,Restaurant,Italian,Yearly,
sub_Al4ASndYoLXIxD,Neutral,,,FALSE,1,1188,,Stuart,Restaurant,Seafood,Monthly,
sub_AQ5U0UvFKz8qXL,Neutral,,0,FALSE,1,468,US Foods,Fletcher,Restaurant,Other,Monthly,
sub_Dm2Y1f3mDBwQyc,Neutral,positive,,FALSE,1,1188,US Foods,Salisbury,Restaurant,Pizza,Monthly,
sub_9SZRJ05FwtbQdN,Neutral,,,FALSE,1,948,US Foods,Spartanburg,Food Truck,American (New),Monthly,
sub_9xLlAsb1uY36OC,Neutral,,,FALSE,1,468,US Foods,Brandon,Restaurant,Mediterranean / Greek,Monthly,
sub_Chm6sgMF51Muej,Neutral,,,FALSE,1,1188,US Foods,Racine,Bar,Bar - Traditional,Monthly,
sub_CZU58bLJ39A9MQ,Neutral,,,FALSE,1,2388,US Foods,Crested Butte,Restaurant,Bar - Traditional,Monthly,
sub_CUbtYT1pmyE8Ad,Neutral,,10,FALSE,1,1188,US Foods,Blairsden,Food Truck,American (Traditional),Monthly,
sub_E5Tt0x9jjQEwGg,Neutral,,,FALSE,1,1908,US Foods,Kernersville,Restaurant,American (New),Monthly,
sub_7zxnZzgZd9u2Rs,Neutral,,,FALSE,1,1188,,Los Angeles,Restaurant,American (Traditional),Monthly,
sub_E87RSpM95XtABr,Neutral,,,FALSE,6,4740,,Boston,Cafe / Coffee Shop,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,,
sub_BeWWPFnnIO9fTX,Neutral,,,FALSE,1,468,US Foods,Boston,Bar,Bar - Traditional,Yearly,
sub_FL9oT68Uf1dWZo,,,,FALSE,2,1908,US Foods,St George,Restaurant,Pizza,Monthly,
sub_CV1kyWoQksjors,Neutral,,10,FALSE,1,2148,,Montclair,Restaurant,Thai,Yearly,
sub_DHYNU2Uy1lzzUO,Neutral,,,FALSE,1,2148,,Manama,Bar,Bar - Cocktail,Yearly,
sub_DvN1N1tK2hXJ3m,Neutral,,,FALSE,1,468,US Foods,Shiocton,Restaurant,Breakfast / Brunch,Monthly,
sub_Ai6OZG2TPobriA,Neutral,,,FALSE,1,1428,,Miami,Bar,Bar - Cocktail,Monthly,
sub_EYlaA9EmiCLHqa,Neutral,neutral,5,FALSE,8,1908,US Foods,Savannah,Restaurant,Mexican,Monthly,
sub_BdkWMAHYpiMx6t,Good,,,FALSE,1,1428,,Bentonville,Restaurant,American (New),Monthly,
sub_F4YNCCZYy3z0YO,Good,,,FALSE,1,1428,,Bentonville,Restaurant,American (New),Monthly,
sub_9X5OG9WpCLvbQD,Neutral,,,FALSE,1,2388,,Minneapolis,Restaurant,Thai,Monthly,
sub_7nZyYE2a8dciOL,Neutral,,2,FALSE,1,1896,,Shelter Island,Restaurant,Other,Monthly,
sub_DOPl5N0LYMYUKf,Neutral,neutral,,FALSE,1,2388,,White Marsh,Restaurant,Mexican,Monthly,
sub_CfpCuvMUlhFKeU,Good,neutral,,FALSE,1,1908,US Foods,Helen,Restaurant,German,Monthly,
sub_Ex51usVMnozgh7,Neutral,,,FALSE,1,2388,,Charleston,Bar,Bar - Cocktail,Monthly,
sub_F4EGS0U3L7w3yk,Neutral,,,FALSE,1,1439.83,,New York,Bar,Beverages,Yearly,
sub_EgdFCuDRQjUKjq,Neutral,,,FALSE,,2388,,Jupiter,Restaurant,Breakfast / Brunch,Monthly,
sub_FAEE0iqll7sHt8,Good,,10,FALSE,1,1908,US Foods,Eugene,Restaurant,"[""Cafe"",""American"",""Burgers"",""Contemporary"",""Pub Food""]",Monthly,
sub_EyvLwmSbRdPnQT,Neutral,,,FALSE,1,2388,,Culver City,Catering,American (New),Monthly,
sub_EbOEyvmh2lFCXe,Neutral,,,FALSE,1,1188,US Foods,Fort Worth,Bar,Bar - Cocktail,Monthly,
sub_CkHa0ABDFBDLc3,Neutral,,,FALSE,1,1188,US Foods,Ortonville,Restaurant,American (Traditional),Monthly,
sub_EpdPoEzkQBsyE0,Neutral,,,FALSE,1,468,US Foods,Vancleave,Deli,American (Traditional),Monthly,
sub_AD5EoxIQfOPhpW,Neutral,neutral,,FALSE,7,2388,,Fairfax,Restaurant,Italian,Monthly,
sub_BZhKKNrPt8shgh,Good,,,FALSE,1,1068,,Austin,Restaurant,Italian,Yearly,
sub_CMREiI8pgBQIqD,Neutral,,,FALSE,1,468,US Foods,New Smyrna Beach,Restaurant,Pizza,Yearly,
sub_FZggCLYnC4Xjw9,Good,,,FALSE,1,,,Camarillo,Restaurant,Pizza/Italian,Monthly,2019-10-04 00:00:00.000 +0000
sub_E2vrJMFoQRL4Hk,Neutral,,,FALSE,1,1908,US Foods,New Castle,Restaurant,American (New),Monthly,
sub_CHTAga449C990a,Good,,,FALSE,1,2089,,Quincy,Bakery / Confectionary,Baked Goods / Confections,Yearly,
sub_APNFF4CDTrllFM,Neutral,,,FALSE,1,468,US Foods,Peru,Restaurant,Pizza,Monthly,
sub_FJyGqy19UGIVXa,Neutral,,,FALSE,1,2149,,New York,Restaurant,French,Yearly,
sub_Crz2DG0S6o95uy,Neutral,neutral,,FALSE,1,1188,US Foods,Ringwood,Restaurant,Italian,Monthly,
sub_9w9VJRZmqCjqNy,Neutral,,7,FALSE,1,468,US Foods,Winter Springs,Restaurant,Chinese,Monthly,
sub_EbKyPmKkUTdgxh,Neutral,,,FALSE,1,1908,US Foods,Grafton,Event Space,American (New),Monthly,
sub_Dg79TypxFPdEeO,Neutral,,,FALSE,1,2976,,Miami,Restaurant,Mexican,Monthly,
sub_CEc3LQPWdQp8EO,Neutral,,,FALSE,1,2388,,Los Angeles,Restaurant,Asian Fusion,Monthly,
sub_AFOPAC5eNOaOFH,Good,neutral,,FALSE,1,4056,,Toronto,Restaurant,Pizza,,
sub_AyIdKwUmtXt2sR,Neutral,,,FALSE,1,948,US Foods,Ballston Lake,Restaurant,American (Traditional),Monthly,
sub_FsAQ1tveTKhllv,Good,,,FALSE,1,0,US Foods,Charlottesville,Restaurant,Mexican,,
sub_ECPIHRkCj498qe,Neutral,,,FALSE,1,2388,,Las Vegas,Restaurant,American (New),Monthly,
sub_Fs0QpWPSZdiWlX,Good,,,FALSE,1,,US Foods,Crossett,Restaurant,Fast Food,Monthly,
sub_FqAmJDVRCnFOIW,Neutral,,,FALSE,1,,US Foods,New York,Restaurant,Seafood,Monthly,
sub_EtJSb12QKvjiMK,Neutral,neutral,7,FALSE,1,2388,,Deerfield,Restaurant,American (Traditional),Monthly,
sub_EpENjENvngZkKq,Good,neutral,,FALSE,1,2388,,Washington,Bar,Bar - Cocktail,Monthly,
sub_CUFi8OxH5gpwas,Neutral,positive,,FALSE,1,1908,US Foods,Assaria,Restaurant,American (New),Monthly,
sub_FdQlToSjSAtqJs,Good,,,FALSE,1,,US Foods,Ellwood City,Restaurant,American (Traditional),Monthly,
sub_EitxZ4oyW5fLWg,Neutral,positive,,FALSE,1,1428,,Afton,Cafe / Coffee Shop,"[""Cafe"",""Coffee"",""Tea""]",Monthly,
sub_AqM09RyDyMwmFE,Neutral,,,FALSE,1,468,US Foods,Ottawa,Restaurant,American (New),Monthly,
sub_EggHw4MiXrfIxK,Neutral,neutral,,FALSE,1,1908,US Foods,New Port Richey,Restaurant,American (New),Monthly,
sub_D8O2DPPntLre2C,Neutral,,,FALSE,1,2388,,Bozeman,Restaurant,Italian,Monthly,
sub_EQwkBxxLRwZQL8,Neutral,neutral,,FALSE,1,4776,,New York,Restaurant,"[""Cafe"",""American"",""Healthy"",""Contemporary"",""Organic""]",Monthly,2018-12-11 00:00:00.000 +0000
sub_CEspA3eihaYGlW,Neutral,neutral,8,FALSE,1,2388,,Issaquah,Restaurant,Pizza,Monthly,
sub_F7BoQOYA3j32dZ,Neutral,neutral,,FALSE,1,1428,,Cheyenne,Restaurant,Ramen,Monthly,
sub_FKfCuPaK6d5Mku,Good,,,FALSE,1,1428,,New York,Hospitality Group,Other,Monthly,
sub_Dkbg77z8j4ZmSX,Neutral,,,FALSE,1,468,US Foods,Hill City,Restaurant,American (Traditional),Monthly,
sub_FI5K9hcwP7fVgv,Neutral,,,FALSE,1,1428,,San Francisco,Catering,American (New),Monthly,
sub_CcXdmxLUR1ip26,Neutral,positive,10,FALSE,1,468,US Foods,Indian Rocks Beach,Bar,Seafood,Monthly,
sub_EQaCvF7q0A2dW3,Neutral,,,FALSE,,1428,,WASHINGTON,,,Monthly,2000-01-01 00:00:00.000 +0000
sub_CF0NvLQcIjbb0e,Neutral,,,FALSE,1,468,US Foods,Spring Valley,Restaurant,American (Traditional),Monthly,
sub_DQgAgiTqCzKni2,Good,,,FALSE,1,2388,,Cambridge,Restaurant,Asian Fusion,,
sub_FpOvCYmxr4W7a6,Good,,,FALSE,,,US Foods,Ellicott City,Bar,Bar - Traditional,Monthly,
sub_DVExAPYGc0DPxP,Neutral,neutral,,FALSE,3,2388,,Dallas,Restaurant,Sushi,Monthly,
sub_EaDSOkgQll706b,Neutral,,,FALSE,1,2388,,New York City,Restaurant,French,Monthly,
sub_Fkr8ZOf0nsLnEw,,,,FALSE,1,0,,Pittsburgh,Deli,"[""""Chicken""""]",Monthly,
sub_FXVkeJOOJ4xfr1,Neutral,,,FALSE,1,,,Boston,Nightclub / Lounge,Bar - Cocktail,Yearly,
sub_EReu0hJr6bfYMd,Neutral,neutral,,FALSE,1,1188,US Foods,Brea,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,Monthly,
sub_F4COcHqSQjArY3,Neutral,neutral,,FALSE,1,2388,,Redlands,Restaurant,Burgers,Monthly,
sub_FaRNI2LWLmT5Bn,Good,,,FALSE,,3016,,Louisville,Restaurant,American (New),Monthly,
sub_BGwVi9HqIE8zg1,Good,,,FALSE,1,1188,,Pittsburgh,Restaurant,American (New),Yearly,
sub_DUvi792n5dFiMx,Neutral,,10,FALSE,1,2388,,Chicago,Bar,American (New),Monthly,
sub_9wyCJ1Cb2XAFaC,Neutral,,,FALSE,1,2148,,New Hyde Park,Restaurant,Italian,Monthly,
sub_G8Bx3KldLdNqQ7,,,,FALSE,17,,,New York,Restaurant,Japanese,Yearly,
sub_CzMdHcuhUI71Zr,Neutral,positive,,FALSE,1,1908,US Foods,St. Albans City,Restaurant,American (New),,
sub_F4EEqZ87xgfFyk,Neutral,,,FALSE,1,1439.83,,New York,Restaurant,Italian,Yearly,
sub_FSXlfoUWlj8k45,Good,,,FALSE,1,1188,US Foods,New Britain,Restaurant,Seafood,Monthly,
sub_G3F8h21No1g48m,Good,,,FALSE,1,,US Foods,Smithville,Restaurant,American (New),Monthly,
sub_FSCY3tFHYAMiyg,,,,FALSE,2,2388,,New York,Catering,Seafood,Monthly,
sub_ChgNZ0WvCtMTfD,Neutral,,10,FALSE,1,588,US Foods,St. Joseph,Bar,Bar - Traditional,Monthly,
sub_E3hPrclzJqKl2f,Neutral,,,FALSE,1,468,US Foods,Stanley,Bar,Bar - Traditional,Monthly,
sub_AlcugEWmUxkc6z,Neutral,,,FALSE,1,948,US Foods,Leola,Catering,Various,Monthly,
sub_8bilQovtphEX7N,Good,,,FALSE,0,1896,,Boston,Hospitality Group,Other,Monthly,
sub_CBXqFbptaBZ2Z1,Neutral,,,FALSE,1,2388,,Fairfield,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,Monthly,
